Anio;Mes;Dia;Hora;Monitorizar;Redirigir;Interno;Externo;Externo;Cableada;Wifi
2014;12;11;01;384;75;4193;15296;15296;4121;531
2014;12;11;02;382;33;4060;7250;7250;4047;428
2014;12;11;03;384;16;3502;4054;4054;3866;36
2014;12;11;04;384;15;3533;3392;3392;3857;75
2014;12;11;05;384;12;3446;2741;2741;3832;10
2014;12;11;06;384;18;3566;4024;4024;3831;137
2014;12;11;07;384;49;6042;16084;16084;4892;1583
2014;12;11;08;383;290;47917;28359;28359;19793;28797
2014;12;11;09;384;468;80155;51218;51218;39518;41489
2014;12;11;10;384;586;85352;65769;65769;49461;36861
2014;12;11;11;384;615;98596;69739;69739;55387;44208
2014;12;11;12;384;537;76661;70987;70987;41036;36546
2014;12;11;13;384;465;58595;60893;60893;33924;25520
2014;12;11;14;384;455;46468;63146;63146;27850;19457
2014;12;11;15;384;477;54636;42352;42352;25101;30396
2014;12;11;16;384;587;55065;90653;90653;24041;31995
2014;12;11;17;384;540;43959;89915;89915;19549;25334
2014;12;11;18;384;467;40879;81805;81805;19843;21887
2014;12;11;19;384;453;26926;87074;87074;14613;13150
2014;12;11;20;384;396;14460;85695;85695;6964;8276
2014;12;11;21;384;319;9200;76417;76417;4742;5161
2014;12;11;22;384;273;8364;67092;67092;4576;4445
2014;12;11;23;384;273;6837;66277;66277;4286;3208
2014;12;12;00;384;158;5056;30534;30534;3958;1640
2014;12;12;01;384;94;4128;17333;17333;3994;612
2014;12;12;02;383;33;3651;6790;6790;3933;134
2014;12;12;03;383;7;3506;3178;3178;3833;63
2014;12;12;04;384;10;3505;2831;2831;3833;66
2014;12;12;05;384;9;3529;3053;3053;3874;48
2014;12;12;06;384;14;3485;4829;4829;3829;54
2014;12;12;07;384;48;6802;12228;12228;5223;2011
2014;12;12;08;384;262;42271;27408;27408;22375;20542
2014;12;12;09;384;353;74643;45133;45133;38448;36932
2014;12;12;10;384;449;73119;50770;50770;42225;31727
2014;12;12;11;384;541;65585;63916;63916;33843;32667
2014;12;12;12;383;484;60538;67935;67935;34051;27354
2014;12;12;13;384;402;42207;58020;58020;29334;13659
2014;12;12;14;384;333;31377;50489;50489;21064;11030
2014;12;12;15;384;360;32904;55379;55379;19008;14640
2014;12;12;16;384;438;40215;65785;65785;22714;18323
2014;12;12;17;384;374;37964;70941;70941;23305;15417
2014;12;12;18;384;350;27315;77859;77859;15540;12509
2014;12;12;19;384;324;15122;63571;63571;9005;6825
2014;12;12;20;384;218;8133;49363;49363;5522;3213
