Anio;Mes;Dia;Hora;Monitorizar;Redirigir;Interno;Externo;Externo;Cableada;Wifi
2013;12;23;06;384;16;3000;13151;13151;3400;0
2013;12;23;07;384;27;3206;7999;7999;3548;69
2013;12;23;08;384;76;6004;22874;22874;5044;1420
2013;12;23;09;384;153;12376;73465;73465;8755;4158
2013;12;23;10;384;212;19181;97691;97691;11611;8166
2013;12;23;11;384;287;17107;112345;112345;10748;7030
2013;12;23;12;384;230;18617;104702;104702;14511;4720
2013;12;23;13;384;221;11817;97656;97656;10190;2232
2013;12;23;14;384;197;6438;82301;82301;6030;989
2013;12;23;15;384;163;5915;85238;85238;4334;2128
2013;12;23;16;384;166;7129;84744;84744;4473;3206
2013;12;23;17;384;153;5380;74091;74091;4246;1671
2013;12;23;18;384;167;6581;69661;69661;4826;2306
2013;12;23;19;384;153;4787;59879;59879;4015;1309
2013;12;23;20;384;123;4044;59527;59527;3885;666
2013;12;23;21;382;131;3485;96883;96883;3692;306
2013;12;23;22;384;147;3515;134607;134607;3639;407
2013;12;23;23;384;88;3437;65790;65790;3620;289
2013;12;24;00;384;68;3212;29298;29298;3559;105
2013;12;24;01;384;29;3087;12190;12190;3465;35
2013;12;24;02;384;24;3000;6112;6112;3408;0
2013;12;24;03;381;13;2995;3073;3073;3389;0
2013;12;24;04;384;11;3013;2367;2367;3408;0
2013;12;24;05;384;3;2998;1266;1266;3385;0
2013;12;24;06;384;19;3000;1738;1738;3403;0
2013;12;24;07;384;21;2999;11082;11082;3404;0
2013;12;24;08;384;42;4257;14007;14007;3667;1016
2013;12;24;09;384;66;4516;37686;37686;3842;1124
2013;12;24;10;384;143;5538;62449;62449;4234;1831
2013;12;24;11;384;158;5405;64505;64505;4309;1638
2013;12;24;12;384;137;4316;65582;65582;3892;945
2013;12;24;13;384;134;4570;52025;52025;4007;1081
2013;12;24;14;384;94;4101;43052;43052;3892;687
2013;12;24;15;384;83;3629;40386;40386;3802;294
2013;12;24;16;384;103;3477;44155;44155;3777;187
2013;12;24;17;384;87;3376;42129;42129;3673;174
2013;12;24;18;384;72;3209;33478;33478;3562;103
2013;12;24;19;384;62;3208;23393;23393;3617;37
2013;12;24;20;384;34;3101;15127;15127;3519;0
2013;12;24;21;384;14;3155;7575;7575;3553;0
2013;12;24;22;384;24;3107;6651;6651;3515;0
2013;12;24;23;384;27;3150;8647;8647;3561;0
2013;12;25;00;384;20;3106;5741;5741;3510;0
2013;12;25;01;384;18;3054;5677;5677;3456;0
2013;12;25;02;384;16;2999;3638;3638;3399;0
